Epoch,Stage,Train_Loss,Val_Phys_RMSE,M1_MAE,M1_RelErr(%),M2_MAE,M2_RelErr(%),M3_MAE,M3_RelErr(%),Time_Cost(s)
223,1,0.0824,3.3029e+01,2.3754e+01,0.55,1.0947e+00,78.85,1.1517e-01,1.95,0.2
224,1,0.0820,3.3049e+01,2.3762e+01,0.55,1.0972e+00,78.87,1.1522e-01,1.95,0.2
225,1,0.0822,3.3088e+01,2.3789e+01,0.55,1.1008e+00,78.86,1.1535e-01,1.95,0.2
226,1,0.0823,3.3129e+01,2.3816e+01,0.55,1.1025e+00,78.83,1.1543e-01,1.95,0.2
227,1,0.0823,3.3160e+01,2.3829e+01,0.55,1.1041e+00,78.84,1.1552e-01,1.95,0.2
228,1,0.0823,3.3262e+01,2.3882e+01,0.55,1.1084e+00,78.82,1.1570e-01,1.96,0.2
229,1,0.0824,3.3359e+01,2.3916e+01,0.55,1.1108e+00,78.83,1.1583e-01,1.96,0.2
230,1,0.0825,3.3245e+01,2.3855e+01,0.55,1.1088e+00,78.81,1.1567e-01,1.96,0.2
231,1,0.0823,3.3246e+01,2.3844e+01,0.55,1.1083e+00,78.82,1.1565e-01,1.95,0.2
232,1,0.0822,3.3275e+01,2.3867e+01,0.55,1.1093e+00,78.83,1.1571e-01,1.95,0.1
233,1,0.0824,3.3382e+01,2.3902e+01,0.55,1.1126e+00,78.80,1.1584e-01,1.96,0.2
234,1,0.0822,3.3404e+01,2.3918e+01,0.55,1.1132e+00,78.80,1.1587e-01,1.96,0.1
235,1,0.0825,3.3415e+01,2.3926e+01,0.55,1.1133e+00,78.80,1.1589e-01,1.96,0.1
236,1,0.0827,3.3388e+01,2.3911e+01,0.55,1.1118e+00,78.78,1.1585e-01,1.96,0.1
